term,date,volume
Elon Musk,2024-05-27,0.1357
Elon Musk,2024-05-28,0.1205
Elon Musk,2024-05-29,0.1213
Elon Musk,2024-05-30,0.1223
Elon Musk,2024-05-31,0.163
Elon Musk,2024-06-01,0.1917
Elon Musk,2024-06-02,0.0967
Elon Musk,2024-06-03,0.1103
Elon Musk,2024-06-04,0.1348
Elon Musk,2024-06-05,0.2076
Elon Musk,2024-06-06,0.18
Elon Musk,2024-06-07,0.1339
Elon Musk,2024-06-08,0.1518
Elon Musk,2024-06-09,0.1013
Elon Musk,2024-06-10,0.1414
Elon Musk,2024-06-11,0.2386
Elon Musk,2024-06-12,0.2564
Elon Musk,2024-06-13,0.5015
Elon Musk,2024-06-14,0.3206
Elon Musk,2024-06-15,0.1645
Elon Musk,2024-06-16,0.1837
Elon Musk,2024-06-17,0.1735
Elon Musk,2024-06-18,0.1314
Elon Musk,2024-06-19,0.1152
Elon Musk,2024-06-20,0.1485
Elon Musk,2024-06-21,0.1115
Elon Musk,2024-06-22,0.0781
Elon Musk,2024-06-23,0.1348
Elon Musk,2024-06-24,0.1512
Elon Musk,2024-06-25,0.1109
Elon Musk,2024-06-26,0.0953
Elon Musk,2024-06-27,0.1336
Elon Musk,2024-06-28,0.1232
Elon Musk,2024-06-29,0.139
Elon Musk,2024-06-30,0.0438
Elon Musk,2024-07-01,0.1052
Elon Musk,2024-07-02,0.119
Elon Musk,2024-07-03,0.1085
Elon Musk,2024-07-04,0.1076
Elon Musk,2024-07-05,0.1006
Elon Musk,2024-07-06,0.091
Elon Musk,2024-07-07,0.1054
Elon Musk,2024-07-08,0.0744
Elon Musk,2024-07-09,0.1394
Elon Musk,2024-07-10,0.1982
Elon Musk,2024-07-11,0.1305
Elon Musk,2024-07-12,0.2244
Elon Musk,2024-07-13,0.2592
Elon Musk,2024-07-14,0.4405
Elon Musk,2024-07-15,0.1798
Elon Musk,2024-07-16,0.3166
Elon Musk,2024-07-17,0.2713
Elon Musk,2024-07-18,0.1812
Elon Musk,2024-07-19,0.1618
Elon Musk,2024-07-20,0.1361
Elon Musk,2024-07-21,0.1586
Elon Musk,2024-07-22,0.1709
Elon Musk,2024-07-23,0.2492
Elon Musk,2024-07-24,0.3208
Elon Musk,2024-07-25,0.1661
Elon Musk,2024-07-26,0.2342
Elon Musk,2024-07-27,0.1437
Elon Musk,2024-07-28,0.1442
Elon Musk,2024-07-29,0.1848
Elon Musk,2024-07-30,0.2283
Elon Musk,2024-07-31,0.1913
Elon Musk,2024-08-01,0.2127
Elon Musk,2024-08-02,0.2001
Elon Musk,2024-08-03,0.1538
Elon Musk,2024-08-04,0.1902
Elon Musk,2024-08-05,0.3622
Elon Musk,2024-08-06,0.4786
Elon Musk,2024-08-07,0.4217
Elon Musk,2024-08-08,0.2571
Elon Musk,2024-08-09,0.3439
Elon Musk,2024-08-10,0.2469
Elon Musk,2024-08-11,0.1559
Elon Musk,2024-08-12,0.343
Elon Musk,2024-08-13,1.2385
Elon Musk,2024-08-14,0.7677
Elon Musk,2024-08-15,0.2679
Elon Musk,2024-08-16,0.2085
Elon Musk,2024-08-17,0.3914
Elon Musk,2024-08-18,0.1906
Elon Musk,2024-08-19,0.161
Elon Musk,2024-08-20,0.2605
Elon Musk,2024-08-21,0.2459
Elon Musk,2024-08-22,0.1466
Elon Musk,2024-08-23,0.1706
Elon Musk,2024-08-24,0.1878
Elon Musk,2024-08-25,0.2406
Elon Musk,2024-08-26,0.3131
Elon Musk,2024-08-27,0.3096
Elon Musk,2024-08-28,0.2281
Elon Musk,2024-08-29,0.2892
Elon Musk,2024-08-30,0.3664
Elon Musk,2024-08-31,0.4486
Elon Musk,2024-09-01,0.1727
Elon Musk,2024-09-02,0.2091
Elon Musk,2024-09-03,0.2212
Elon Musk,2024-09-04,0.2532
Elon Musk,2024-09-05,0.222
Elon Musk,2024-09-06,0.255
Elon Musk,2024-09-07,0.1834
Elon Musk,2024-09-08,0.2417
Elon Musk,2024-09-09,0.1668
Elon Musk,2024-09-10,0.2637
Elon Musk,2024-09-11,0.2881
Elon Musk,2024-09-12,0.3341
Elon Musk,2024-09-13,0.2152
Elon Musk,2024-09-14,0.1629
Elon Musk,2024-09-15,0.1987
Elon Musk,2024-09-16,0.2855
Elon Musk,2024-09-17,0.3421
Elon Musk,2024-09-18,0.2115
Elon Musk,2024-09-19,0.2434
Elon Musk,2024-09-20,0.1437
Elon Musk,2024-09-21,0.2549
Elon Musk,2024-09-22,0.189
Elon Musk,2024-09-23,0.2464
Elon Musk,2024-09-24,0.1276
Elon Musk,2024-09-25,0.1156
Elon Musk,2024-09-26,0.1903
Elon Musk,2024-09-27,0.1587
Elon Musk,2024-09-28,0.1962
Elon Musk,2024-09-29,0.1468
Elon Musk,2024-09-30,0.2329
Elon Musk,2024-10-01,0.1359
Elon Musk,2024-10-02,0.1435
Elon Musk,2024-10-03,0.2211
Elon Musk,2024-10-04,0.2709
Elon Musk,2024-10-05,0.4309
Elon Musk,2024-10-06,0.6597
Elon Musk,2024-10-07,0.3034
Elon Musk,2024-10-08,0.2362
Elon Musk,2024-10-09,0.2072
Elon Musk,2024-10-10,0.1888
Elon Musk,2024-10-11,0.4248
Elon Musk,2024-10-12,0.2151
Elon Musk,2024-10-13,0.45
Elon Musk,2024-10-14,0.2488
Elon Musk,2024-10-15,0.1519
Elon Musk,2024-10-16,0.3104
Elon Musk,2024-10-17,0.2515
Elon Musk,2024-10-18,0.2477
Elon Musk,2024-10-19,0.2122
Elon Musk,2024-10-20,0.3651
Elon Musk,2024-10-21,0.3689
Elon Musk,2024-10-22,0.338
Elon Musk,2024-10-23,0.3391
Elon Musk,2024-10-24,0.3541
Elon Musk,2024-10-25,0.3831
Elon Musk,2024-10-26,0.3282
Elon Musk,2024-10-27,0.5541
Elon Musk,2024-10-28,0.6419
Elon Musk,2024-10-29,0.4318
Elon Musk,2024-10-30,0.3484
Elon Musk,2024-10-31,0.5301
Elon Musk,2024-11-01,0.4243
Elon Musk,2024-11-02,0.443
Elon Musk,2024-11-03,0.345
Elon Musk,2024-11-04,0.6019
Elon Musk,2024-11-05,0.7155
Elon Musk,2024-11-06,1.1521
Elon Musk,2024-11-07,0.8437
Elon Musk,2024-11-08,0.634
Elon Musk,2024-11-09,0.4055
Elon Musk,2024-11-10,0.4921
Elon Musk,2024-11-11,0.5458
Elon Musk,2024-11-12,0.6251
Elon Musk,2024-11-13,1.3352
Elon Musk,2024-11-14,0.8767
Elon Musk,2024-11-15,0.7876
Elon Musk,2024-11-16,0.5329
Elon Musk,2024-11-17,0.6254
Elon Musk,2024-11-18,0.6639
Elon Musk,2024-11-19,0.928
Elon Musk,2024-11-20,0.7653
Elon Musk,2024-11-21,0.5539
Elon Musk,2024-11-22,0.4915
Elon Musk,2024-11-23,0.5199
Elon Musk,2024-11-24,0.3945
Elon Musk,2024-11-25,0.4364
Elon Musk,2024-11-26,0.487
Elon Musk,2024-11-27,0.4152
Elon Musk,2024-11-28,0.4556
Elon Musk,2024-11-29,0.2856
Elon Musk,2024-11-30,0.324
Elon Musk,2024-12-01,0.335
Elon Musk,2024-12-02,0.2565
Elon Musk,2024-12-03,0.5651
Elon Musk,2024-12-04,0.4674
Elon Musk,2024-12-05,0.458
Elon Musk,2024-12-06,0.4997
Elon Musk,2024-12-07,0.3485
Elon Musk,2024-12-08,0.3989
Elon Musk,2024-12-09,0.4171
Elon Musk,2024-12-10,0.4066
Elon Musk,2024-12-11,0.4126
Elon Musk,2024-12-12,0.5904
Elon Musk,2024-12-13,0.524
Elon Musk,2024-12-14,0.3871
Elon Musk,2024-12-15,0.2916
Elon Musk,2024-12-16,0.3564
Elon Musk,2024-12-17,0.3614
Elon Musk,2024-12-18,0.4498
Elon Musk,2024-12-19,0.8478
Elon Musk,2024-12-20,1.0773
Elon Musk,2024-12-21,1.216
Elon Musk,2024-12-22,0.7501
Elon Musk,2024-12-23,0.4824
Elon Musk,2024-12-24,0.2903
Elon Musk,2024-12-25,0.2685
Elon Musk,2024-12-26,0.3448
Elon Musk,2024-12-27,0.5232
Elon Musk,2024-12-28,0.5257
Elon Musk,2024-12-29,0.5921
Elon Musk,2024-12-30,0.4474
Elon Musk,2024-12-31,0.5176
Elon Musk,2025-01-01,0.6658
Elon Musk,2025-01-02,1.1659
Elon Musk,2025-01-03,0.6709
Elon Musk,2025-01-04,0.9725
Elon Musk,2025-01-05,0.7594
Elon Musk,2025-01-06,0.7443
Elon Musk,2025-01-07,0.9637
Elon Musk,2025-01-08,0.95
Elon Musk,2025-01-09,0.5838
Elon Musk,2025-01-10,0.4434
Elon Musk,2025-01-11,0.7208
Elon Musk,2025-01-12,0.4499
Elon Musk,2025-01-13,0.5266
Elon Musk,2025-01-14,0.5874
Elon Musk,2025-01-15,0.6966
Elon Musk,2025-01-16,0.8548
Elon Musk,2025-01-17,1.0573
Elon Musk,2025-01-18,0.6046
Elon Musk,2025-01-19,0.6631
Elon Musk,2025-01-20,1.5778
Elon Musk,2025-01-21,1.2896
Elon Musk,2025-01-22,0.9011
Elon Musk,2025-01-23,0.6778
Elon Musk,2025-01-24,0.5378
Elon Musk,2025-01-25,0.4899
Elon Musk,2025-01-26,0.6293
Elon Musk,2025-01-27,0.4999
Elon Musk,2025-01-28,0.5033
Elon Musk,2025-01-29,0.6596
Elon Musk,2025-01-30,0.5606
Elon Musk,2025-01-31,0.465
Elon Musk,2025-02-01,0.4824
Elon Musk,2025-02-02,0.7411
Elon Musk,2025-02-03,1.1064
Elon Musk,2025-02-04,1.3353
Elon Musk,2025-02-05,1.4266
Elon Musk,2025-02-06,1.2027
Elon Musk,2025-02-07,1.3827
Elon Musk,2025-02-08,1.8479
Elon Musk,2025-02-09,1.053
Elon Musk,2025-02-10,1.2774
Elon Musk,2025-02-11,1.5402
Elon Musk,2025-02-12,1.6695
Elon Musk,2025-02-13,1.574
Elon Musk,2025-02-14,1.3486
Elon Musk,2025-02-15,1.373
Elon Musk,2025-02-16,1.0137
Elon Musk,2025-02-17,0.9336
Elon Musk,2025-02-18,1.2686
Elon Musk,2025-02-19,1.4494
Elon Musk,2025-02-20,1.2954
Elon Musk,2025-02-21,1.5928
Elon Musk,2025-02-22,1.4363
Elon Musk,2025-02-23,1.2828
Elon Musk,2025-02-24,1.3505
Elon Musk,2025-02-25,1.3962
Elon Musk,2025-02-26,1.2616
Elon Musk,2025-02-27,1.1819
Elon Musk,2025-02-28,1.0982
Elon Musk,2025-03-01,0.9892
Elon Musk,2025-03-02,0.908
Elon Musk,2025-03-03,0.7658
Elon Musk,2025-03-04,0.9735
Elon Musk,2025-03-05,1.7256
Elon Musk,2025-03-06,1.1654
Elon Musk,2025-03-07,1.3199
Elon Musk,2025-03-08,1.0634
Elon Musk,2025-03-09,0.8921
Elon Musk,2025-03-10,1.3022
Elon Musk,2025-03-11,1.5798
Elon Musk,2025-03-12,1.2908
Elon Musk,2025-03-13,1.0494
Elon Musk,2025-03-14,1.2257
Elon Musk,2025-03-15,1.7638
Elon Musk,2025-03-16,0.6642
Elon Musk,2025-03-17,0.6182
Elon Musk,2025-03-18,1.0018
Elon Musk,2025-03-19,1.3327
Elon Musk,2025-03-20,1.0858
Elon Musk,2025-03-21,1.1372
Elon Musk,2025-03-22,0.8929
Elon Musk,2025-03-23,0.7216
Elon Musk,2025-03-24,0.9329
Elon Musk,2025-03-25,0.9143
Elon Musk,2025-03-26,0.6947
Elon Musk,2025-03-27,0.7378
Elon Musk,2025-03-28,0.8705
Elon Musk,2025-03-29,1.1114
Elon Musk,2025-03-30,0.6488
Elon Musk,2025-03-31,1.0546
Elon Musk,2025-04-01,1.0731
Elon Musk,2025-04-02,1.5641
Elon Musk,2025-04-03,0.624
Elon Musk,2025-04-04,0.9093
Elon Musk,2025-04-05,0.9744
Elon Musk,2025-04-06,1.1703
Elon Musk,2025-04-07,0.7537
Elon Musk,2025-04-08,0.7862
Elon Musk,2025-04-09,0.7933
Elon Musk,2025-04-10,0.6281
Elon Musk,2025-04-11,0.5212
Elon Musk,2025-04-12,0.4838
Elon Musk,2025-04-13,0.6708
Elon Musk,2025-04-14,0.5273
Elon Musk,2025-04-15,0.5677
Elon Musk,2025-04-16,0.72
Elon Musk,2025-04-17,0.518
Elon Musk,2025-04-18,0.615
Elon Musk,2025-04-19,0.5394
Elon Musk,2025-04-20,0.6146
Elon Musk,2025-04-21,0.3766
Elon Musk,2025-04-22,0.4495
Elon Musk,2025-04-23,0.849
Elon Musk,2025-04-24,0.5254
Elon Musk,2025-04-25,0.368
Elon Musk,2025-04-26,0.2524
Elon Musk,2025-04-27,0.3804
Elon Musk,2025-04-28,0.4112
Elon Musk,2025-04-29,0.6723
Elon Musk,2025-04-30,0.545
Elon Musk,2025-05-01,0.7902
Elon Musk,2025-05-02,0.6953
Elon Musk,2025-05-03,0.5579
Elon Musk,2025-05-04,0.4831
Elon Musk,2025-05-05,0.3776
Elon Musk,2025-05-06,0.385
Elon Musk,2025-05-07,0.2576
Elon Musk,2025-05-08,0.3726
Elon Musk,2025-05-09,0.4239
Elon Musk,2025-05-10,0.3407
Elon Musk,2025-05-11,0.1959
Elon Musk,2025-05-12,0.3819
Elon Musk,2025-05-13,0.4809
Elon Musk,2025-05-14,0.3146
Elon Musk,2025-05-15,0.263
Elon Musk,2025-05-16,0.2411
Elon Musk,2025-05-17,0.2876
Elon Musk,2025-05-18,0.1559
Elon Musk,2025-05-19,0.2462
Elon Musk,2025-05-20,0.3791
Elon Musk,2025-05-21,0.4678
Elon Musk,2025-05-22,0.3434
Elon Musk,2025-05-23,0.3661
Elon Musk,2025-05-24,0.3552
Elon Musk,2025-05-25,0.2179
Elon Musk,2025-05-26,0.092
Elon Musk,2025-05-27,0.281
Elon Musk,2025-05-28,0.6152
Elon Musk,2025-05-29,0.9018
Elon Musk,2025-05-30,0.642
Elon Musk,2025-05-31,0.5464
Elon Musk,2025-06-01,0.4275
Elon Musk,2025-06-02,0.3998
Elon Musk,2025-06-03,0.568
Elon Musk,2025-06-04,0.6674
Elon Musk,2025-06-05,0.9517
Elon Musk,2025-06-06,1.7836
Elon Musk,2025-06-07,1.3726
Elon Musk,2025-06-08,0.717
Elon Musk,2025-06-09,0.5752
Elon Musk,2025-06-10,0.4288
Elon Musk,2025-06-11,0.5963
Elon Musk,2025-06-12,0.5135
Elon Musk,2025-06-13,0.279
Elon Musk,2025-06-14,0.2681
Elon Musk,2025-07-02,0.5102
Elon Musk,2025-07-03,0.2928
Elon Musk,2025-07-04,0.1935
Elon Musk,2025-07-05,0.2053
Elon Musk,2025-07-06,0.5615
Elon Musk,2025-07-07,0.7619
Elon Musk,2025-07-08,0.521
Elon Musk,2025-07-09,0.6243
Elon Musk,2025-07-10,0.4268
Elon Musk,2025-07-11,0.4192
Elon Musk,2025-07-12,0.3092
Elon Musk,2025-07-13,0.4364
Elon Musk,2025-07-14,0.308
Elon Musk,2025-07-15,0.4096
Elon Musk,2025-07-16,0.2575
Elon Musk,2025-07-17,0.2799
Elon Musk,2025-07-18,0.2441
Elon Musk,2025-07-19,0.175
Elon Musk,2025-07-20,0.2011
Elon Musk,2025-07-21,0.1748
Elon Musk,2025-07-22,0.1904
Elon Musk,2025-07-23,0.2596
Elon Musk,2025-07-24,0.4909
Elon Musk,2025-07-25,0.2757
Elon Musk,2025-07-26,0.2183
Elon Musk,2025-07-27,0.1456
Elon Musk,2025-07-28,0.3124
Elon Musk,2025-07-29,0.2492
Elon Musk,2025-07-30,0.2041
Elon Musk,2025-07-31,0.2123
Elon Musk,2025-08-01,0.294
Elon Musk,2025-08-02,0.223
Elon Musk,2025-08-03,0.2084
Elon Musk,2025-08-04,0.2441
Elon Musk,2025-08-05,0.2924
Elon Musk,2025-08-06,0.2018
Elon Musk,2025-08-07,0.2754
Elon Musk,2025-08-08,0.2458
Elon Musk,2025-08-09,0.2678
Elon Musk,2025-08-10,0.1373
Elon Musk,2025-08-11,0.1459
Elon Musk,2025-08-12,0.2938
Elon Musk,2025-08-13,0.1851
Elon Musk,2025-08-14,0.218
Elon Musk,2025-08-15,0.1259
Elon Musk,2025-08-16,0.1507
Elon Musk,2025-08-17,0.0935
Elon Musk,2025-08-18,0.1022
Elon Musk,2025-08-19,0.1174
Elon Musk,2025-08-20,0.1891
Elon Musk,2025-08-21,0.2407
Elon Musk,2025-08-22,0.1977
Elon Musk,2025-08-23,0.1222
Elon Musk,2025-08-24,0.1475
Elon Musk,2025-08-25,0.2903
Elon Musk,2025-08-26,0.1743
Elon Musk,2025-08-27,0.2176
Elon Musk,2025-08-28,0.1636
Elon Musk,2025-08-29,0.178
Elon Musk,2025-08-30,0.1602
Elon Musk,2025-08-31,0.0893
Elon Musk,2025-09-01,0.0938
Elon Musk,2025-09-02,0.1412
Elon Musk,2025-09-03,0.1555
Elon Musk,2025-09-04,0.1891
Elon Musk,2025-09-05,0.2926
Elon Musk,2025-09-06,0.1303
Elon Musk,2025-09-07,0.1148
Elon Musk,2025-09-08,0.2402
Elon Musk,2025-09-09,0.2533
Elon Musk,2025-09-10,0.2084
Elon Musk,2025-09-11,0.3165
Elon Musk,2025-09-12,0.2083
Elon Musk,2025-09-13,0.3451
Elon Musk,2025-09-14,0.5488
Elon Musk,2025-09-15,0.4211
Elon Musk,2025-09-16,0.3034
Elon Musk,2025-09-17,0.1883
Elon Musk,2025-09-18,0.1408
Elon Musk,2025-09-19,0.0943
Elon Musk,2025-09-20,0.3375
Elon Musk,2025-09-21,0.4364
Elon Musk,2025-09-22,0.4129
Elon Musk,2025-09-23,0.2087
Elon Musk,2025-09-24,0.2425
Elon Musk,2025-09-25,0.1635
Elon Musk,2025-09-26,0.2143
Elon Musk,2025-09-27,0.2108
Elon Musk,2025-09-28,0.0866
Elon Musk,2025-09-29,0.1141
Elon Musk,2025-09-30,0.3683
Elon Musk,2025-10-01,0.1833
Elon Musk,2025-10-02,0.2997
Elon Musk,2025-10-03,0.272
Elon Musk,2025-10-04,0.2096
Elon Musk,2025-10-05,0.1014
Elon Musk,2025-10-06,0.1686
Elon Musk,2025-10-07,0.1724
Elon Musk,2025-10-08,0.1782
Elon Musk,2025-10-09,0.1435
Elon Musk,2025-10-10,0.1563
Elon Musk,2025-10-11,0.1489
Elon Musk,2025-10-12,0.0855
Elon Musk,2025-10-13,0.1155
Elon Musk,2025-10-14,0.2346
Elon Musk,2025-10-15,0.1111
Elon Musk,2025-10-16,0.1648
Elon Musk,2025-10-17,0.1242
Elon Musk,2025-10-18,0.2656
Elon Musk,2025-10-19,0.2838
Elon Musk,2025-10-20,0.1072
Elon Musk,2025-10-21,0.1653
Elon Musk,2025-10-22,0.1708
Elon Musk,2025-10-23,0.2603
Elon Musk,2025-10-24,0.1223
Elon Musk,2025-10-25,0.1662
Elon Musk,2025-10-26,0.0922
Elon Musk,2025-10-27,0.1225
Elon Musk,2025-10-28,0.1858
Elon Musk,2025-10-29,0.1817
Elon Musk,2025-10-30,0.1039
Elon Musk,2025-10-31,0.1021
Elon Musk,2025-11-01,0.1058
Elon Musk,2025-11-02,0.1785
Elon Musk,2025-11-03,0.1094
Elon Musk,2025-11-04,0.3369
Elon Musk,2025-11-05,0.2244
Elon Musk,2025-11-06,0.2425
Elon Musk,2025-11-07,0.4512
Elon Musk,2025-11-08,0.1593
Elon Musk,2025-11-09,0.1234
Elon Musk,2025-11-10,0.1119
Elon Musk,2025-11-11,0.0967
Elon Musk,2025-11-12,0.135
Elon Musk,2025-11-13,0.1422
Elon Musk,2025-11-14,0.2404
Elon Musk,2025-11-15,0.1382
Elon Musk,2025-11-16,0.1195
Elon Musk,2025-11-17,0.1053
Elon Musk,2025-11-18,0.1444
Elon Musk,2025-11-19,0.3541
Elon Musk,2025-11-20,0.1815
Elon Musk,2025-11-21,0.1445
Elon Musk,2025-11-22,0.1218
Elon Musk,2025-11-23,0.1333
Elon Musk,2025-11-24,0.2302
Elon Musk,2025-11-25,0.1522
Elon Musk,2025-11-26,0.1276
Elon Musk,2025-11-27,0.0905
Elon Musk,2025-11-28,0.0962
Elon Musk,2025-11-29,0.0717
Elon Musk,2025-11-30,0.1187
Elon Musk,2025-12-01,0.1351
Elon Musk,2025-12-02,0.1075
Elon Musk,2025-12-03,0.0877
Elon Musk,2025-12-04,0.0966
Elon Musk,2025-12-05,0.1046
Elon Musk,2025-12-06,0.4049
Elon Musk,2025-12-07,0.1249
Elon Musk,2025-12-08,0.1182
Elon Musk,2025-12-09,0.1582
Elon Musk,2025-12-10,0.2409
Elon Musk,2025-12-11,0.1663
Elon Musk,2025-12-12,0.1454
Elon Musk,2025-12-13,0.1659
Elon Musk,2025-12-14,0.1073
Elon Musk,2025-12-15,0.1376
Elon Musk,2025-12-16,0.2165
Elon Musk,2025-12-17,0.238
Elon Musk,2025-12-18,0.1911
Elon Musk,2025-12-19,0.1214
Elon Musk,2025-12-20,0.1888
Elon Musk,2025-12-21,0.1371
Elon Musk,2025-12-22,0.1695
Elon Musk,2025-12-23,0.1633
Elon Musk,2025-12-24,0.3627
Elon Musk,2025-12-25,0.208
Elon Musk,2025-12-26,0.2433
Elon Musk,2025-12-27,0.1783
Elon Musk,2025-12-28,0.2033
Elon Musk,2025-12-29,0.1517
Elon Musk,2025-12-30,0.205
Elon Musk,2025-12-31,0.2669
Elon Musk,2026-01-01,0.2222
Elon Musk,2026-01-02,0.4204
Elon Musk,2026-01-03,0.2505
Elon Musk,2026-01-04,0.1962
Elon Musk,2026-01-05,0.2089
Elon Musk,2026-01-06,0.2296
Elon Musk,2026-01-07,0.1884
Elon Musk,2026-01-08,0.177
Elon Musk,2026-01-09,0.3297
Elon Musk,2026-01-10,0.2961
Elon Musk,2026-01-11,0.2079
Elon Musk,2026-01-12,0.4648
Elon Musk,2026-01-13,0.5784
Elon Musk,2026-01-14,0.3135
Elon Musk,2026-01-15,0.3948
Elon Musk,2026-01-16,0.2704
Elon Musk,2026-01-17,0.2229
Elon Musk,2026-01-18,0.2012
Elon Musk,2026-01-19,0.1906
Elon Musk,2026-01-20,0.2085
Elon Musk,2026-01-21,0.2907
Elon Musk,2026-01-22,0.1696
Elon Musk,2026-01-23,0.2299
Elon Musk,2026-01-24,0.142
Elon Musk,2026-01-25,0.1144
Elon Musk,2026-01-26,0.1874
Elon Musk,2026-01-27,0.2162
Elon Musk,2026-01-28,0.131
Elon Musk,2026-01-29,0.3355
Elon Musk,2026-01-30,0.286
Elon Musk,2026-01-31,0.4163
Elon Musk,2026-02-01,0.3585
Elon Musk,2026-02-02,0.3018
Elon Musk,2026-02-03,0.6354
Elon Musk,2026-02-04,0.2677
Elon Musk,2026-02-05,0.284
Elon Musk,2026-02-06,0.1844
Elon Musk,2026-02-07,0.2153
Elon Musk,2026-02-08,0.1459
Elon Musk,2026-02-09,0.188
Elon Musk,2026-02-10,0.2642
Elon Musk,2026-02-11,0.1466
Elon Musk,2026-02-12,0.1289
Elon Musk,2026-02-13,0.1866
Elon Musk,2026-02-14,0.1025
Elon Musk,2026-02-15,0.1176
Elon Musk,2026-02-16,0.1584
Elon Musk,2026-02-17,0.2009
Elon Musk,2026-02-18,0.1422
Elon Musk,2026-02-19,0.2242
Elon Musk,2026-02-20,0.2056
Elon Musk,2026-02-21,0.1343
Elon Musk,2026-02-22,0.0903
Elon Musk,2026-02-23,0.1197
Elon Musk,2026-02-24,0.1599
Elon Musk,2026-02-25,0.1233
Elon Musk,2026-02-26,0.103
Elon Musk,2026-02-27,0.2292
Elon Musk,2026-02-28,0.0
Elon Musk,2026-03-01,0.0564
Elon Musk,2026-03-02,0.0604
Elon Musk,2026-03-03,0.0642
Elon Musk,2026-03-04,0.1406
Elon Musk,2026-03-05,0.179
Elon Musk,2026-03-06,0.1234
Elon Musk,2026-03-07,0.0935
Elon Musk,2026-03-08,0.0618
Elon Musk,2026-03-09,0.1405
Elon Musk,2026-03-10,0.0808
Elon Musk,2026-03-11,0.097
Elon Musk,2026-03-12,0.1261
Elon Musk,2026-03-13,0.1275
Elon Musk,2026-03-14,0.0834
Elon Musk,2026-03-15,0.1078
Elon Musk,2026-03-16,0.088
Elon Musk,2026-03-17,0.1486
Elon Musk,2026-03-18,0.0743
Elon Musk,2026-03-19,0.0997
Elon Musk,2026-03-20,0.1342
Elon Musk,2026-03-21,0.2936
Elon Musk,2026-03-22,0.1394
Elon Musk,2026-03-23,0.0897
Elon Musk,2026-03-24,0.1076
Elon Musk,2026-03-25,0.1576
Elon Musk,2026-03-26,0.1531
Elon Musk,2026-03-27,0.1102
Elon Musk,2026-03-28,0.1551
Elon Musk,2026-03-29,0.1291
Elon Musk,2026-03-30,0.0804
Elon Musk,2026-03-31,0.1274
climate change,2023-10-01,1.6009
climate change,2023-10-02,1.787
climate change,2023-10-03,1.7831
climate change,2023-10-04,1.8838
climate change,2023-10-05,2.1504
climate change,2023-10-06,2.1597
climate change,2023-10-07,1.39
climate change,2023-10-08,1.6758
climate change,2023-10-09,1.6169
climate change,2023-10-10,1.7305
climate change,2023-10-11,1.5811
climate change,2023-10-12,1.6076
climate change,2023-10-13,1.5298
climate change,2023-10-14,1.353
climate change,2023-10-15,1.3367
climate change,2023-10-16,1.5533
climate change,2023-10-17,1.5182
climate change,2023-10-18,1.3737
climate change,2023-10-19,1.5521
climate change,2023-10-20,1.5106
climate change,2023-10-21,1.3969
climate change,2023-10-22,1.6275
climate change,2023-10-23,1.7592
climate change,2023-10-24,1.7956
climate change,2023-10-25,1.7554
climate change,2023-10-26,1.7097
climate change,2023-10-27,1.5248
climate change,2023-10-28,1.3229
climate change,2023-10-29,1.5419
climate change,2023-10-30,1.7018
climate change,2023-10-31,1.6371
climate change,2023-11-01,1.6138
climate change,2023-11-02,1.5632
climate change,2023-11-03,1.6738
climate change,2023-11-04,1.5094
climate change,2023-11-05,1.3288
climate change,2023-11-06,1.7306
climate change,2023-11-07,1.7678
climate change,2023-11-08,1.9252
climate change,2023-11-09,1.6958
climate change,2023-11-10,1.8953
climate change,2023-11-11,1.5829
climate change,2023-11-12,1.7943
climate change,2023-11-13,1.6023
climate change,2023-11-14,1.8437
climate change,2023-11-15,2.2307
climate change,2023-11-16,1.9114
climate change,2023-11-17,1.882
climate change,2023-11-18,1.8262
climate change,2023-11-19,1.748
climate change,2023-11-20,2.2403
climate change,2023-11-21,1.9138
climate change,2023-11-22,1.6733
climate change,2023-11-23,1.9873
climate change,2023-11-24,1.927
climate change,2023-11-25,1.7994
climate change,2023-11-26,1.8884
climate change,2023-11-27,2.0966
climate change,2023-11-28,2.3306
climate change,2023-11-29,2.2594
climate change,2023-11-30,2.735
climate change,2023-12-01,3.12
climate change,2023-12-02,3.5307
climate change,2023-12-03,2.9578
climate change,2023-12-04,2.6073
climate change,2023-12-05,2.5284
climate change,2023-12-06,2.3934
climate change,2023-12-07,1.9741
climate change,2023-12-08,2.1558
climate change,2023-12-09,2.3814
climate change,2023-12-10,2.0965
climate change,2023-12-11,2.2513
climate change,2023-12-12,2.1189
climate change,2023-12-13,2.3077
climate change,2023-12-14,1.819
climate change,2023-12-15,1.6211
climate change,2023-12-16,1.3308
climate change,2023-12-17,1.3709
climate change,2023-12-18,1.4812
climate change,2023-12-19,1.5817
climate change,2023-12-20,1.5578
climate change,2023-12-21,1.5204
climate change,2023-12-22,1.5209
climate change,2023-12-23,1.3533
climate change,2023-12-24,1.0143
climate change,2023-12-25,1.3175
climate change,2023-12-26,1.2692
climate change,2023-12-27,1.4402
climate change,2023-12-28,1.3398
climate change,2023-12-29,1.5251
climate change,2023-12-30,1.544
climate change,2023-12-31,1.724
climate change,2024-01-01,1.4452
climate change,2024-01-02,1.2902
climate change,2024-01-03,1.242
climate change,2024-01-04,1.2764
climate change,2024-01-05,1.268
climate change,2024-01-06,1.1657
climate change,2024-01-07,1.1872
